Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),Unnamed: 8
18.885,5.09375,0.06231,1.13705,2.05809,0.3174,0.00104,0.00021,
18.886,5.08875,0.06189,0.454,1.84046,0.31496,0.00104,0.00021,
18.887,5.08875,0.06273,1.8046,0.06928,0.31922,0.00104,0.00021,
18.888,5.0875,0.06273,1.93012,0.13204,0.31914,0.00104,0.00021,
18.889,5.08875,0.06294,2.11515,0.81183,0.32028,0.00104,0.00021,
18.89,5.09,0.06252,1.29599,1.98147,0.31823,0.00104,0.00021,
18.891,5.08875,0.06294,2.81123,2.07113,0.32028,0.00104,0.00021,
18.892,5.085,0.06294,2.03853,0.8697,0.32004,0.00104,0.00021,
18.893,5.08875,0.0621,1.77363,1.41662,0.31602,0.00105,0.00021,
18.894,5.08625,0.06231,1.77363,1.41662,0.31693,0.00105,0.00021,
18.895,5.08875,0.0621,1.08569,3.01743,0.31602,0.00105,0.00021,
18.896,5.08875,0.06273,2.11351,0.47438,0.31922,0.00105,0.00021,
18.897,5.08875,0.06273,2.12655,0.68304,0.31922,0.00105,0.00021,
18.898,5.08625,0.0621,2.53001,1.64239,0.31587,0.00105,0.00021,
18.899,5.09,0.06252,1.04575,1.4158,0.31823,0.00105,0.00021,
18.9,5.08625,0.06189,1.77932,0.53551,0.31481,0.00105,0.00021,
18.901,5.08875,0.06231,2.4322,2.83648,0.31709,0.00105,0.00021,
18.902,5.09125,0.06189,1.1998,1.87713,0.31512,0.00105,0.00021,
18.903,5.09,0.06252,1.89751,1.29272,0.31823,0.00105,0.00021,
18.904,5.085,0.06231,1.79644,2.19257,0.31686,0.00105,0.00021,
18.905,5.085,0.06231,1.79644,2.19257,0.31686,0.00105,0.00021,
18.906,5.09,0.06231,0.69199,1.55433,0.31717,0.00105,0.00021,
18.907,5.09,0.06189,1.60568,1.0115,0.31504,0.00105,0.00021,
18.908,5.09,0.06231,1.24705,1.85183,0.31717,0.00105,0.00021,
18.909,5.09125,0.06294,2.08413,0.9414,0.32044,0.00105,0.00021,
18.91,5.09125,0.06252,0.61945,1.88851,0.31831,0.00105,0.00021,
18.911,5.08875,0.06168,1.92845,0.98949,0.3139,0.00105,0.00021,
18.912,5.08625,0.06273,3.12252,0.16138,0.31906,0.00105,0.00021,
18.913,5.0875,0.06252,1.55026,2.29441,0.31807,0.00105,0.00021,
18.914,5.0875,0.06252,1.90644,1.89829,0.31807,0.00105,0.00021,
18.915,5.09,0.06252,2.08005,2.43298,0.31823,0.00105,0.00021,
18.916,5.08625,0.06273,2.08005,2.43298,0.31906,0.00105,0.00021,
18.917,5.09,0.06231,3.12079,0.09454,0.31717,0.00105,0.00021,
18.918,5.09,0.06231,1.82161,0.03097,0.31717,0.00105,0.00021,
18.919,5.08875,0.06189,2.23484,1.74744,0.31496,0.00105,0.00021,
18.92,5.09,0.06189,2.90643,2.15415,0.31504,0.00105,0.00021,
18.921,5.08875,0.06189,1.59096,0.01304,0.31496,0.00105,0.00021,
18.922,5.08875,0.06231,0.86394,1.09867,0.31709,0.00105,0.00021,
18.923,5.08875,0.06127,3.10123,0.02282,0.31177,0.00105,0.00021,
18.924,5.08875,0.06127,0.84764,1.75559,0.31177,0.00105,0.00021,
18.925,5.08875,0.06168,1.26087,2.14926,0.3139,0.00105,0.00021,
18.926,5.08625,0.06189,3.14035,0.02038,0.31481,0.00105,0.00021,
18.927,5.09,0.06189,3.14035,0.02038,0.31504,0.00105,0.00021,
18.928,5.09,0.06189,2.58858,1.57956,0.31504,0.00105,0.00021,
18.929,5.0875,0.06189,2.07103,1.18997,0.31488,0.00105,0.00021,
18.93,5.09,0.06252,2.35059,2.3294,0.31823,0.00105,0.00021,
18.931,5.0875,0.06273,3.10043,0.02608,0.31914,0.00105,0.00021,
18.932,5.0875,0.06231,2.8225,0.8395,0.31701,0.00105,0.00021,
18.933,5.08875,0.06231,3.1746,0.01793,0.31709,0.00105,0.00021,
18.934,5.08875,0.0621,1.35949,0.66426,0.31602,0.00105,0.00021,
18.935,5.0875,0.06231,2.20633,2.71002,0.31701,0.00105,0.00021,
18.936,5.08875,0.0621,2.13786,0.00897,0.31602,0.00105,0.00021,
18.937,5.08875,0.06189,2.32288,0.01386,0.31496,0.00105,0.00021,
18.938,5.08875,0.06252,2.32288,0.01386,0.31815,0.00105,0.00021,
18.939,5.08875,0.06231,0.43279,1.89255,0.31709,0.00105,0.00021,
18.94,5.09,0.06252,2.2528,0.6227,0.31823,0.00105,0.00021,
18.941,5.09,0.06252,2.40196,0.00408,0.31823,0.00105,0.00021,
18.942,5.08625,0.06252,3.11757,0.12389,0.318,0.00105,0.00021,
18.943,5.09,0.06189,2.38402,0.01386,0.31504,0.00105,0.00021,
18.944,5.09,0.06252,0.55016,1.93493,0.31823,0.00105,0.00021,
18.945,5.0875,0.0621,1.88195,2.52177,0.31595,0.00105,0.00021,
18.946,5.0875,0.06231,1.73443,0.01549,0.31701,0.00105,0.00021,
18.947,5.08875,0.06189,0.6553,1.35869,0.31496,0.00105,0.00021,
18.948,5.08875,0.06231,2.75895,1.52985,0.31709,0.00105,0.00021,
18.949,5.08625,0.06189,2.75895,1.52985,0.31481,0.00105,0.00021,
18.95,5.08625,0.06168,3.20315,0.01956,0.31374,0.00105,0.00021,
18.951,5.09,0.06168,2.0523,1.10847,0.31397,0.00105,0.00021,
18.952,5.09,0.06168,0.44339,2.69945,0.31397,0.00105,0.00021,
18.953,5.08875,0.06231,2.16722,0.09047,0.31709,0.00105,0.00021,
18.954,5.08875,0.06231,3.10453,0.03423,0.31709,0.00105,0.00021,
18.955,5.08875,0.06231,2.16396,2.49813,0.31709,0.00105,0.00021,
18.956,5.0875,0.0621,1.94634,0.31461,0.31595,0.00105,0.00021,
18.957,5.09,0.06231,3.12735,0.00815,0.31717,0.00105,0.00021,
18.958,5.0875,0.06294,1.72546,1.05223,0.3202,0.00105,0.00021,
18.959,5.08875,0.06231,2.95864,2.32208,0.31709,0.00105,0.00021,
18.96,5.08875,0.06231,2.95864,2.32208,0.31709,0.00105,0.00021,
18.961,5.0875,0.0621,0.7091,1.85914,0.31595,0.00105,0.00021,
18.962,5.08625,0.06273,1.78823,0.01386,0.31906,0.00105,0.00021,
18.963,5.08875,0.06168,3.19175,0.00815,0.3139,0.00105,0.00021,
18.964,5.08875,0.06189,0.97643,0.94302,0.31496,0.00105,0.00021,
18.965,5.08875,0.06231,1.88114,1.7002,0.31709,0.00105,0.00021,
18.966,5.09,0.06231,2.22183,0.00734,0.31717,0.00105,0.00021,
18.967,5.09,0.06252,3.2056,0.02038,0.31823,0.00105,0.00021,
18.968,5.09125,0.06231,1.65374,1.21606,0.31724,0.00105,0.00021,
18.969,5.09125,0.06231,1.6407,1.23073,0.31724,0.00105,0.00021,
18.97,5.0875,0.06231,3.14692,0.01141,0.31701,0.00105,0.00021,
18.971,5.08875,0.06252,3.14692,0.01141,0.31815,0.00105,0.00021,
18.972,5.0875,0.06148,2.06942,0.01467,0.31276,0.00105,0.00021,
18.973,5.08875,0.06189,1.38722,0.00978,0.31496,0.00105,0.00021,
18.974,5.08875,0.06294,0.67975,0.99436,0.32028,0.00105,0.00021,
18.975,5.08625,0.0621,1.7059,1.48339,0.31587,0.00105,0.00021,
18.976,5.09,0.06252,3.195,0.01793,0.31823,0.00105,0.00021,
18.977,5.08875,0.06231,2.52992,1.15737,0.31709,0.00105,0.00021,
18.978,5.08875,0.06231,1.22665,1.61299,0.31709,0.00105,0.00021,
18.979,5.0875,0.06231,2.4476,2.74102,0.31701,0.00105,0.00021,
18.98,5.08875,0.06273,1.50866,2.28948,0.31922,0.00105,0.00021,
18.981,5.0875,0.06168,3.10046,0.02527,0.31382,0.00105,0.00021,
18.982,5.08875,0.06252,3.10046,0.02527,0.31815,0.00105,0.00021,
18.983,5.0925,0.06294,3.10291,0.01304,0.32052,0.00105,0.00021,
18.984,5.08875,0.06189,1.66597,1.91211,0.31496,0.00105,0.00021,
18.985,5.09125,0.06231,1.63337,1.47851,0.31724,0.00105,0.00021,
18.986,5.08875,0.06189,2.11914,1.31794,0.31496,0.00105,0.00021,
18.987,5.08875,0.0621,1.96509,0.01712,0.31602,0.00105,0.00021,
18.988,5.09,0.0621,1.92841,1.10277,0.3161,0.00105,0.00021,
18.989,5.0875,0.06294,1.68308,1.86158,0.3202,0.00105,0.00021,
18.99,5.09125,0.0621,0.85092,1.81675,0.31618,0.00105,0.00021,
18.991,5.09125,0.06189,3.10535,0.03016,0.31512,0.00105,0.00021,
18.992,5.09125,0.06252,2.10121,0.02771,0.31831,0.00105,0.00021,
18.993,5.0875,0.0621,2.10121,0.02771,0.31595,0.00105,0.00021,
18.994,5.09125,0.06231,3.12737,0.40997,0.31724,0.00105,0.00021,
18.995,5.09,0.06231,2.41094,2.67013,0.31717,0.00105,0.00021,
18.996,5.09,0.06168,3.1991,0.01956,0.31397,0.00105,0.00021,
18.997,5.09125,0.06168,1.68309,0.01712,0.31405,0.00105,0.00021,
18.998,5.08875,0.06273,1.73037,1.22585,0.31922,0.00105,0.00021,
18.999,5.08875,0.0621,2.92442,2.59188,0.31602,0.00105,0.00021,
19.0,5.0875,0.06189,2.90975,2.70028,0.31488,0.00105,0.00021,
19.001,5.08875,0.06273,0.84114,1.02453,0.31922,0.00105,0.00021,
19.002,5.09125,0.06231,1.7483,2.10122,0.31724,0.00105,0.00021,
19.003,5.08625,0.06252,3.12167,0.26245,0.318,0.00105,0.00021,
19.004,5.0875,0.06231,3.12167,0.26245,0.31701,0.00105,0.00021,
19.005,5.0875,0.0621,3.18363,0.01712,0.31595,0.00105,0.00021,
19.006,5.08875,0.0621,2.10856,0.0106,0.31602,0.00105,0.00021,
19.007,5.0875,0.06231,3.10701,0.02282,0.31701,0.00106,0.00021,
19.008,5.08875,0.06231,2.29602,1.40761,0.31709,0.00106,0.00021,
19.009,5.09,0.06273,2.61471,1.9863,0.3193,0.00106,0.00021,
19.01,5.09,0.06252,1.71163,1.80454,0.31823,0.00106,0.00021,
19.011,5.08875,0.06252,2.70192,0.01549,0.31815,0.00106,0.00021,
19.012,5.09,0.06273,3.12005,0.617,0.3193,0.00106,0.00021,
19.013,5.08625,0.06231,3.10782,0.0432,0.31693,0.00106,0.00021,
19.014,5.08625,0.06273,1.89909,0.0163,0.31906,0.00106,0.00021,
19.015,5.08875,0.06273,1.89909,0.0163,0.31922,0.00106,0.00021,
19.016,5.08875,0.06252,1.91783,2.42317,0.31815,0.00106,0.00021,
19.017,5.09,0.06231,1.21118,1.87056,0.31717,0.00106,0.00021,
19.018,5.0875,0.06231,1.37011,0.64716,0.31701,0.00106,0.00021,
19.019,5.09,0.0621,2.43214,2.23082,0.3161,0.00106,0.00021,
19.02,5.0875,0.06231,1.1908,1.89501,0.31701,0.00106,0.00021,
19.021,5.08875,0.06231,3.09885,0.01549,0.31709,0.00106,0.00021,
19.022,5.09125,0.06231,2.68806,1.1093,0.31724,0.00106,0.00021,
19.023,5.09125,0.06189,3.10537,0.02934,0.31512,0.00106,0.00021,
19.024,5.08875,0.06189,2.1811,0.00326,0.31496,0.00106,0.00021,
19.025,5.0875,0.06231,0.7091,1.40435,0.31701,0.00106,0.00021,
19.026,5.08875,0.06231,0.7091,1.40435,0.31709,0.00106,0.00021,
19.027,5.08875,0.06189,3.08337,1.14597,0.31496,0.00106,0.00021,
19.028,5.08875,0.06294,2.16561,1.851,0.32028,0.00106,0.00021,
19.029,5.08875,0.06168,2.82336,3.04017,0.3139,0.00106,0.00021,
19.03,5.08875,0.06231,0.73192,1.08892,0.31709,0.00106,0.00021,
19.031,5.0925,0.06231,1.21933,1.6725,0.31732,0.00106,0.00021,
19.032,5.0925,0.06273,2.19006,0.96014,0.31945,0.00106,0.00021,
19.033,5.08875,0.06273,3.10537,0.03912,0.31922,0.00106,0.00021,
19.034,5.0925,0.0621,3.12004,0.25511,0.31626,0.00106,0.00021,
19.035,5.09,0.06252,2.34003,1.95451,0.31823,0.00106,0.00021,
19.036,5.08875,0.06252,1.21036,1.13293,0.31815,0.00106,0.00021,
19.037,5.09,0.06231,1.21036,1.13293,0.31717,0.00106,0.00021,
19.038,5.08875,0.0621,2.7011,2.89019,0.31602,0.00106,0.00021,
19.039,5.09125,0.06231,2.0947,0.5575,0.31724,0.00106,0.00021,
19.04,5.0875,0.06294,0.64879,1.45651,0.3202,0.00106,0.00021,
19.041,5.0875,0.06273,3.11433,0.09536,0.31914,0.00106,0.00021,
19.042,5.09,0.06273,3.11433,0.09536,0.3193,0.00106,0.00021,
19.043,5.08875,0.06294,3.11433,0.07825,0.32028,0.00106,0.00021,
19.044,5.08875,0.06231,3.11026,0.04564,0.31709,0.00106,0.00021,
19.045,5.0875,0.0621,1.35055,1.10359,0.31595,0.00106,0.00021,
19.046,5.08875,0.06231,0.88108,2.93339,0.31709,0.00106,0.00021,
19.047,5.08625,0.06189,1.44347,2.24304,0.31481,0.00106,0.00021,
19.048,5.08625,0.06231,1.65783,0.00897,0.31693,0.00106,0.00021,
19.049,5.09125,0.06189,1.65783,0.00897,0.31512,0.00106,0.00021,
19.05,5.09125,0.0621,1.53392,0.01793,0.31618,0.00106,0.00021,
19.051,5.08875,0.0621,1.80696,1.38965,0.31602,0.00106,0.00021,
19.052,5.09,0.0621,3.10288,0.01549,0.3161,0.00106,0.00021,
19.053,5.0875,0.06189,1.81022,0.89166,0.31488,0.00106,0.00021,
19.054,5.08875,0.06148,3.10777,0.04646,0.31283,0.00106,0.00021,
19.055,5.0875,0.0621,1.56815,0.01304,0.31595,0.00106,0.00021,
19.056,5.09,0.06189,1.29592,0.85743,0.31504,0.00106,0.00021,
19.057,5.09125,0.06231,3.10696,0.03179,0.31724,0.00106,0.00021,
19.058,5.09125,0.06231,1.85831,1.2185,0.31724,0.00106,0.00021,
19.059,5.09125,0.06252,1.0832,1.98708,0.31831,0.00106,0.00021,
19.06,5.08875,0.06252,1.0832,1.98708,0.31815,0.00106,0.00021,
19.061,5.09125,0.06252,1.98451,1.29421,0.31831,0.00106,0.00021,
19.062,5.08875,0.06294,1.08801,1.42053,0.32028,0.00106,0.00021,
19.063,5.08625,0.06294,1.52567,1.47188,0.32012,0.00106,0.00021,
19.064,5.08875,0.06294,2.01466,0.01059,0.32028,0.00106,0.00021,
19.065,5.0875,0.06231,3.10919,0.03749,0.31701,0.00106,0.00021,
19.066,5.09,0.06273,1.99021,0.12388,0.3193,0.00106,0.00021,
19.067,5.09,0.06273,3.11408,0.03749,0.3193,0.00106,0.00021,
19.068,5.09,0.06189,1.73349,0.99755,0.31504,0.00106,0.00021,
19.069,5.09,0.06189,1.85085,1.17603,0.31504,0.00106,0.00021,
19.07,5.08875,0.0621,0.53056,1.74001,0.31602,0.00106,0.00021,
19.071,5.09,0.06189,0.53056,1.74001,0.31504,0.00106,0.00021,
19.072,5.08875,0.06231,1.2808,1.27265,0.31709,0.00106,0.00021,
19.073,5.09125,0.06231,3.2126,0.0163,0.31724,0.00106,0.00021,
19.074,5.08625,0.06273,2.16156,0.02037,0.31906,0.00106,0.00021,
19.075,5.08875,0.0621,2.4231,0.01955,0.31602,0.00106,0.00021,
19.076,5.08875,0.06273,1.69714,0.01059,0.31922,0.00106,0.00021,
19.077,5.08875,0.06189,2.07519,0.51493,0.31496,0.00106,0.00021,
19.078,5.085,0.06189,1.6947,1.30199,0.31473,0.00106,0.00021,
19.079,5.08875,0.06231,2.51435,2.74411,0.31709,0.00106,0.00021,
19.08,5.08875,0.06231,3.10994,0.08311,0.31709,0.00106,0.00021,
19.081,5.08625,0.06189,3.2126,0.00978,0.31481,0.00106,0.00021,
19.082,5.08875,0.06168,3.2126,0.00978,0.3139,0.00106,0.00021,
19.083,5.08875,0.06189,1.30078,1.51337,0.31496,0.00106,0.00021,
19.084,5.08875,0.06231,3.09923,0.03095,0.31709,0.00106,0.00021,
19.085,5.08875,0.06189,3.09841,0.01303,0.31496,0.00106,0.00021,
19.086,5.08875,0.06189,3.10248,0.04643,0.31496,0.00106,0.00021,
19.087,5.08875,0.06189,0.71107,1.1053,0.31496,0.00106,0.00021,
19.088,5.09,0.06231,2.20978,0.59215,0.31717,0.00106,0.00021,
19.089,5.08875,0.06273,2.09249,0.14254,0.31922,0.00106,0.00021,
19.09,5.08875,0.06273,3.10167,0.93262,0.31922,0.00106,0.00021,
19.091,5.0875,0.06252,3.0976,0.02444,0.31807,0.00106,0.00021,
19.092,5.0875,0.06252,2.22933,2.60156,0.31807,0.00106,0.00021,
19.093,5.08875,0.06231,2.22933,2.60156,0.31709,0.00106,0.00021,
19.094,5.09125,0.06294,2.47371,1.37736,0.32044,0.00106,0.00021,
19.095,5.09125,0.06231,1.85222,0.01792,0.31724,0.00106,0.00021,
19.096,5.08625,0.06231,3.09844,0.02444,0.31693,0.00106,0.00021,
19.097,5.08625,0.06252,3.10252,0.02281,0.318,0.00106,0.00021,
19.098,5.0875,0.06231,2.07866,1.2112,0.31701,0.00106,0.00021,
19.099,5.09125,0.0621,2.94531,2.89563,0.31618,0.00106,0.00021,
19.1,5.09125,0.06231,3.12288,0.37875,0.31724,0.00106,0.00021,
19.101,5.08875,0.0621,3.16442,0.01955,0.31602,0.00106,0.00021,
19.102,5.08875,0.06189,2.31569,0.01303,0.31496,0.00106,0.00021,
19.103,5.09125,0.0621,0.43414,2.58611,0.31618,0.00106,0.00021,
19.104,5.09125,0.06231,0.43414,2.58611,0.31724,0.00106,0.00021,
19.105,5.08875,0.06231,0.9587,1.21935,0.31709,0.00106,0.00021,
19.106,5.09125,0.06273,1.91577,0.01629,0.31937,0.00106,0.00021,
19.107,5.09,0.06231,1.19166,1.87097,0.31717,0.00106,0.00021,
19.108,5.09,0.06148,0.67932,1.74146,0.31291,0.00106,0.00021,
19.109,5.08875,0.06273,1.64861,0.98639,0.31922,0.00106,0.00021,
19.11,5.09125,0.06231,3.07485,1.33012,0.31724,0.00106,0.00021,
19.111,5.0925,0.06252,3.10906,0.09937,0.31839,0.00106,0.00021,
19.112,5.08875,0.06273,1.75124,2.14221,0.31922,0.00106,0.00021,
19.113,5.08875,0.06231,1.56308,1.87749,0.31709,0.00106,0.00021,
19.114,5.08875,0.06231,1.4018,0.0448,0.31709,0.00106,0.00021,
19.115,5.08875,0.06252,1.4018,0.0448,0.31815,0.00106,0.00021,
19.116,5.08875,0.06231,1.47274,2.69947,0.31709,0.00106,0.00021,
19.117,5.09,0.06231,1.45726,2.02664,0.31717,0.00106,0.00021,
19.118,5.08875,0.06189,2.08122,0.95467,0.31496,0.00106,0.00021,
19.119,5.08875,0.06231,1.67312,1.23733,0.31709,0.00106,0.00021,
19.12,5.0875,0.06168,3.0139,1.87024,0.31382,0.00107,0.00021,
19.121,5.09,0.06273,3.09617,0.0114,0.3193,0.00107,0.00021,
19.122,5.08875,0.06189,1.4817,0.00733,0.31496,0.00107,0.00021,
19.123,5.08875,0.06168,2.00383,2.76953,0.3139,0.00107,0.00021,
19.124,5.0875,0.06168,3.14585,0.01303,0.31382,0.00107,0.00021,
19.125,5.08875,0.06231,3.1206,0.56042,0.31709,0.00107,0.00021,
19.126,5.09125,0.0621,3.1206,0.56042,0.31618,0.00107,0.00021,
19.127,5.0875,0.06231,3.11827,0.10264,0.31701,0.00107,0.00021,
19.128,5.085,0.0621,1.93711,1.81329,0.31579,0.00107,0.00021,
19.129,5.08875,0.06168,1.81329,0.01059,0.3139,0.00107,0.00021,
19.13,5.08875,0.06189,2.6287,1.19745,0.31496,0.00107,0.00021,
19.131,5.08875,0.06231,3.10035,0.02281,0.31709,0.00107,0.00021,
19.132,5.08875,0.06231,1.4793,0.01303,0.31709,0.00107,0.00021,
19.133,5.08625,0.06231,0.69566,1.35223,0.31693,0.00107,0.00021,
19.134,5.09,0.06231,2.93336,1.56321,0.31717,0.00107,0.00021,
19.135,5.09125,0.0621,3.11908,0.18573,0.31618,0.00107,0.00021,
19.136,5.09,0.06231,3.11094,0.08146,0.31717,0.00107,0.00021,
19.137,5.09125,0.06294,3.11094,0.08146,0.32044,0.00107,0.00021,
19.138,5.09125,0.06231,1.02082,1.88929,0.31724,0.00107,0.00021,
19.139,5.09,0.06231,1.20576,1.6905,0.31717,0.00107,0.00021,
19.14,5.0875,0.0621,3.09831,0.01711,0.31595,0.00107,0.00021,
19.141,5.0875,0.06189,2.85878,0.01466,0.31488,0.00107,0.00021,
19.142,5.09125,0.06189,3.10319,0.0277,0.31512,0.00107,0.00021,
19.143,5.08875,0.06231,2.05875,2.71295,0.31709,0.00107,0.00021,
19.144,5.09,0.06231,3.03394,1.90558,0.31717,0.00107,0.00021,
19.145,5.08625,0.0621,3.11786,0.17027,0.31587,0.00107,0.00021,
19.146,5.08875,0.06252,2.55897,1.27012,0.31815,0.00107,0.00021,
19.147,5.09125,0.06148,2.95329,2.49706,0.31299,0.00107,0.00021,
19.148,5.08625,0.06252,2.95329,2.49706,0.318,0.00107,0.00021,
19.149,5.08875,0.0621,2.13561,2.02317,0.31602,0.00107,0.00021,
19.15,5.08875,0.06231,3.07671,1.35095,0.31709,0.00107,0.00021,
19.151,5.08875,0.06231,3.10116,0.02444,0.31709,0.00107,0.00021,
19.152,5.08625,0.06252,3.09953,0.01304,0.318,0.00107,0.00021,
19.153,5.08875,0.06189,2.18287,0.96392,0.31496,0.00107,0.00021,
19.154,5.09,0.0621,2.24153,1.83169,0.3161,0.00107,0.00021,
19.155,5.08875,0.06189,3.10116,0.022,0.31496,0.00107,0.00021,
19.156,5.09125,0.06231,1.81458,1.19369,0.31724,0.00107,0.00021,
19.157,5.0875,0.06231,2.35805,0.01711,0.31701,0.00107,0.00021,
19.158,5.0925,0.06189,2.5699,2.90805,0.31519,0.00107,0.00021,
19.159,5.0925,0.06273,2.5699,2.90805,0.31945,0.00107,0.00021,
19.16,5.09,0.06273,1.73548,2.10068,0.3193,0.00107,0.00021,
19.161,5.08875,0.06231,2.39495,0.90239,0.31709,0.00107,0.00021,
19.162,5.0875,0.06273,3.10007,0.0163,0.31914,0.00107,0.00021,
19.163,5.09125,0.06231,2.7634,1.58386,0.31724,0.00107,0.00021,
19.164,5.08875,0.06252,2.52782,1.36947,0.31815,0.00107,0.00021,
19.165,5.09,0.06273,1.38985,0.00978,0.3193,0.00107,0.00021,
19.166,5.08875,0.06273,3.12208,0.25189,0.31922,0.00107,0.00021,
19.167,5.09,0.06168,2.29876,0.01793,0.31397,0.00107,0.00021,
19.168,5.09,0.06231,1.57327,1.29611,0.31717,0.00107,0.00021,
19.169,5.0875,0.06231,2.20909,1.61647,0.31701,0.00107,0.00021,
19.17,5.09,0.06231,2.20909,1.61647,0.31717,0.00107,0.00021,
19.171,5.09,0.06273,0.67251,2.67862,0.3193,0.00107,0.00021,
19.172,5.09,0.0621,1.6026,0.01304,0.3161,0.00107,0.00021,
19.173,5.09,0.0621,1.91807,0.25188,0.3161,0.00107,0.00021,
19.174,5.09,0.06189,3.10331,0.03342,0.31504,0.00107,0.00021,
19.175,5.0875,0.06231,3.06582,1.27899,0.31701,0.00107,0.00021,
19.176,5.09,0.0621,3.1188,0.65213,0.3161,0.00107,0.00021,
19.177,5.09,0.06231,3.10168,0.0269,0.31717,0.00107,0.00021,
19.178,5.08875,0.06231,1.94008,0.01386,0.31709,0.00107,0.00021,
19.179,5.09125,0.06168,2.51558,1.16486,0.31405,0.00107,0.00021,
19.18,5.08875,0.06252,0.41655,2.76584,0.31815,0.00107,0.00021,
19.181,5.09125,0.0621,0.41655,2.76584,0.31618,0.00107,0.00021,
19.182,5.08875,0.06231,3.10005,1.04911,0.31709,0.00107,0.00021,
19.183,5.09,0.0621,2.86447,0.90564,0.3161,0.00107,0.00021,
19.184,5.08875,0.06231,0.57143,2.84165,0.31709,0.00107,0.00021,
19.185,5.0925,0.06189,3.04055,1.58386,0.31519,0.00107,0.00021,
19.186,5.0925,0.0621,2.98674,1.38007,0.31626,0.00107,0.00021,
19.187,5.08875,0.0621,0.72386,1.27165,0.31602,0.00107,0.00021,
19.188,5.08625,0.06189,0.57387,1.85449,0.31481,0.00107,0.00021,
19.189,5.08875,0.06273,1.91644,0.01304,0.31922,0.00107,0.00021,
19.19,5.0875,0.06252,2.16832,2.00448,0.31807,0.00107,0.00021,
19.191,5.0875,0.06294,3.1294,0.35704,0.3202,0.00107,0.00021,
19.192,5.0875,0.06231,3.1294,0.35704,0.31701,0.00107,0.00021,
19.193,5.08875,0.0621,1.03606,2.03298,0.31602,0.00107,0.00021,
19.194,5.0875,0.06189,2.96552,0.71326,0.31488,0.00107,0.00021,
19.195,5.0875,0.06168,2.6362,1.15588,0.31382,0.00107,0.00021,
19.196,5.0875,0.06168,3.12366,0.36926,0.31382,0.00107,0.00021,
19.197,5.08875,0.06231,1.65802,0.0106,0.31709,0.00107,0.00021,
19.198,5.08875,0.06189,2.75032,1.7754,0.31496,0.00107,0.00021,
19.199,5.09,0.06189,1.92049,0.01467,0.31504,0.00107,0.00021,
19.2,5.0925,0.06252,2.66962,1.09882,0.31839,0.00107,0.00021,
19.201,5.09,0.06189,3.12121,0.20297,0.31504,0.00107,0.00021,
19.202,5.08875,0.06231,3.12366,0.18667,0.31709,0.00107,0.00021,
19.203,5.08875,0.06231,3.12366,0.18667,0.31709,0.00107,0.00021,
19.204,5.08875,0.06294,3.12366,0.18667,0.32028,0.00107,0.00021,
19.205,5.08875,0.06294,2.47072,1.17708,0.32028,0.00107,0.00021,
19.206,5.08875,0.06168,0.99856,1.3018,0.3139,0.00107,0.00021,
19.207,5.09125,0.06231,2.6199,1.03117,0.31724,0.00107,0.00021,
19.208,5.09125,0.06231,0.63989,1.33848,0.31724,0.00107,0.00021,
19.209,5.09,0.06294,1.75013,0.01223,0.32036,0.00107,0.00021,
19.21,5.0875,0.06231,0.47197,2.16504,0.31701,0.00107,0.00021,
19.211,5.0875,0.06294,3.1204,0.55186,0.3202,0.00107,0.00021,
19.212,5.09125,0.06252,1.02954,1.36293,0.31831,0.00107,0.00021,
19.213,5.09125,0.06231,2.97938,1.55612,0.31724,0.00107,0.00021,
19.214,5.08625,0.06231,1.2211,1.53901,0.31693,0.00107,0.00021,
19.215,5.08875,0.06273,1.2211,1.53901,0.31922,0.00107,0.00021,
19.216,5.09125,0.06273,1.04501,2.63454,0.31937,0.00107,0.00021,
19.217,5.09125,0.06252,3.11955,0.08151,0.31831,0.00107,0.00021,
19.218,5.0875,0.06273,1.38737,1.68001,0.31914,0.00107,0.00021,
19.219,5.08875,0.06231,1.76152,0.71162,0.31709,0.00107,0.00021,
19.22,5.09125,0.06189,3.14726,0.01956,0.31512,0.00107,0.00021,
19.221,5.09,0.06189,1.64577,0.0,0.31504,0.00107,0.00021,
19.222,5.09,0.0621,3.10325,1.21375,0.3161,0.00107,0.00021,
19.223,5.09125,0.0621,3.1277,0.39453,0.31618,0.00107,0.00021,
19.224,5.08875,0.06189,1.78027,2.32723,0.31496,0.00107,0.00021,
19.225,5.08875,0.0621,2.29952,1.65963,0.31602,0.00107,0.00021,
19.226,5.09,0.06189,2.29952,1.65963,0.31504,0.00107,0.00021,
19.227,5.08625,0.06273,2.31334,1.38572,0.31906,0.00107,0.00021,
19.228,5.08625,0.0621,2.5913,2.80241,0.31587,0.00107,0.00021,
19.229,5.09,0.0621,1.39143,0.01304,0.3161,0.00107,0.00021,
19.23,5.08875,0.06189,2.13645,0.02201,0.31496,0.00107,0.00021,
19.231,5.08875,0.0621,0.60075,2.55869,0.31602,0.00107,0.00021,
19.232,5.0875,0.0621,3.11298,0.05217,0.31595,0.00107,0.00021,
19.233,5.08875,0.06294,3.12194,0.14509,0.32028,0.00107,0.00021,
19.234,5.0875,0.06231,2.04108,2.42419,0.31701,0.00108,0.00021,
